,artist,year,song,genre,duration_min,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
173,Lenny Kravitz,2000,Again,"rock, pop",3.86,68,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166
174,Daniel Bedingfield,2002,Gotta Get Thru This - D'N'D Radio Edit,pop,2.71,46,0.836,0.762,7,-5.044,0,0.0598,0.0826,5.48e-05,0.102,0.941,133.592
175,DB Boulevard,2018,Point Of View - Radio Edit,Dance/Electronic,3.85,0,0.676,0.715,6,-6.854,1,0.0287,0.00284,0.0746,0.0685,0.275,129.006
176,Janet Jackson,2001,All For You,"pop, R&B",5.5,65,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525
177,Atomic Kitten,2001,Whole Again,pop,3.08,66,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019
178,Ja Rule,2001,Livin' It Up,"hip hop, pop, R&B",4.28,64,0.874,0.768,6,-4.086,1,0.311,0.0554,0.0,0.041,0.636,106.095
180,DJ Pied Piper & The Masters Of Ceremonies,2001,Do You Really Like It? - Radio Edit,Dance/Electronic,3.62,54,0.847,0.877,2,-5.424,1,0.0493,0.124,0.0,0.148,0.764,131.044
181,Jennifer Lopez,2001,I'm Real (feat. Ja Rule) - Murder Remix,"hip hop, pop, R&B",4.37,66,0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46
182,Musiq Soulchild,2000,Love,"pop, R&B",5.08,0,0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738
183,So Solid Crew,2001,21 Seconds,Dance/Electronic,5.05,51,0.607,0.637,1,-11.072,1,0.241,0.0191,0.0,0.124,0.818,137.03
184,Robbie Williams,2001,Eternity,"pop, rock",5.05,48,0.469,0.316,10,-8.106,1,0.0265,0.504,6.04e-06,0.0919,0.199,77.967
185,Basement Jaxx,2001,Romeo,"pop, Dance/Electronic",3.62,0,0.713,0.829,2,-4.171,1,0.0491,0.00769,0.00203,0.139,0.844,126.853
186,Ludacris,2000,Southern Hospitality (Featuring Pharrell),"hip hop, pop",5.02,54,0.623,0.896,0,-4.719,1,0.247,0.035,0.0,0.0941,0.613,95.158
188,Nelly,2000,Ride Wit Me,"hip hop, pop, R&B",4.86,75,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875
189,Trick Daddy,2001,I'm a Thug,"hip hop, pop",4.24,59,0.933,0.561,11,-5.961,1,0.122,0.0275,0.0,0.102,0.586,139.976
190,Travis,2001,Sing,"rock, pop",3.81,68,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142
191,JAY-Z,2001,Izzo (H.O.V.A.),hip hop,4.01,63,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411
192,Gabrielle,2001,Out Of Reach,"pop, R&B",3.28,69,0.51,0.48,11,-6.567,1,0.0452,0.503,0.0,0.106,0.496,182.862
193,OPM,2000,Heaven Is a Halfpipe (If I Die),rock,4.29,56,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.367,0.77,95.9
194,K-Ci & JoJo,2019,Crazy,"pop, R&B",4.38,30,0.68,0.644,0,-4.507,1,0.0258,0.084,0.0,0.549,0.484,116.097
195,Staind,2001,It's Been Awhile,"rock, metal",4.41,64,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529
196,3LW,2000,No More (Baby I'ma Do Right),"pop, R&B",4.39,56,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933
197,Ginuwine,2001,Differences,"hip hop, pop, R&B",4.43,65,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876
198,NSYNC,2001,Gone,pop,4.87,45,0.699,0.403,11,-8.564,0,0.0614,0.421,0.0,0.126,0.5,113.922
199,Lifehouse,2000,Hanging By A Moment,"pop, rock, metal",3.61,61,0.537,0.858,1,-4.903,1,0.0349,0.000966,0.0,0.0812,0.502,124.599
200,Nelly,2002,Dilemma,"hip hop, pop, R&B",4.82,77,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189
201,Eminem,2002,Without Me,hip hop,4.84,87,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238
202,Avril Lavigne,2002,Complicated,pop,4.08,78,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987
203,Vanessa Carlton,2002,A Thousand Miles,"Folk/Acoustic, pop",3.96,75,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931
204,The Calling,2001,Wherever You Will Go,pop,3.48,72,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027
205,Shakira,2001,Underneath Your Clothes,"pop, latin",3.73,64,0.616,0.597,8,-5.328,1,0.0415,0.691,0.0,0.104,0.362,165.508
206,No Doubt,2001,Underneath It All,"rock, pop",5.05,27,0.729,0.731,4,-4.822,1,0.0684,0.232,1.57e-06,0.391,0.839,138.202
207,Truth Hurts,2002,Addictive,"pop, R&B",3.77,58,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271
208,Busta Rhymes,2002,I Know What You Want (feat. Flipmode Squad),"hip hop, pop",5.41,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996
209,Eminem,2002,'Till I Collapse,hip hop,4.96,85,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447
210,Diddy,2004,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]","hip hop, pop",4.76,69,0.713,0.471,1,-7.392,0,0.483,0.421,0.0,0.0308,0.779,199.764
211,Christina Milian,2001,When You Look At Me - Radio Edit,"hip hop, pop, R&B",3.71,60,0.955,0.839,3,-3.399,0,0.127,0.0934,0.000175,0.099,0.825,108.955
212,Madonna,2003,Die Another Day,pop,4.61,53,0.792,0.797,0,-5.166,0,0.0901,0.062,0.00325,0.0896,0.491,123.993
213,Jennifer Lopez,2002,I'm Gonna Be Alright (feat. Nas),"hip hop, pop, R&B",2.87,53,0.718,0.69,10,-4.382,0,0.265,0.106,0.0,0.271,0.774,93.401
214,Angie Martinez,2019,If I Could Go! (feat. Lil' Mo & Sacario),pop,4.07,40,0.583,0.643,9,-7.486,0,0.355,0.171,0.0,0.0395,0.7,195.685
216,Las Ketchup,2002,The Ketchup Song (Aserejé) - Spanglish Version,set(),3.57,66,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.1e-06,0.0924,0.868,184.819
217,Aaliyah,2019,Rock The Boat,"hip hop, pop, R&B",4.58,0,0.641,0.72,5,-5.209,1,0.0336,0.0688,0.00286,0.193,0.418,92.988
218,Holly Valance,2002,Kiss Kiss,"pop, Dance/Electronic",3.41,54,0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036
219,Sugababes,2002,Round Round,"pop, R&B",3.94,59,0.74,0.845,6,-3.802,0,0.0338,0.00287,6.23e-06,0.115,0.749,126.607
220,Marilyn Manson,2003,Tainted Love,"rock, metal",3.34,60,0.622,0.876,8,-7.779,1,0.0728,0.00107,1.83e-06,0.292,0.537,142.017
221,Brandy,2002,What About Us?,"hip hop, pop, R&B",4.22,43,0.686,0.698,5,-2.942,0,0.223,0.263,0.0,0.39,0.748,93.118
222,Chad Kroeger,2003,Hero (feat. Josey Scott),metal,3.34,66,0.427,0.843,4,-4.54,1,0.0364,0.00216,0.0,0.179,0.304,147.387
223,Britney Spears,2001,Overprotected - Radio Edit,pop,3.31,61,0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992
224,Scooter,2013,The Logical Song,"pop, Dance/Electronic",3.9,46,0.527,0.933,6,-6.277,0,0.0382,0.00112,0.0362,0.425,0.493,144.043
225,Missy Elliott,2001,4 My People (feat. Eve),"hip hop, pop, R&B",4.82,49,0.969,0.701,1,-7.503,1,0.156,0.14,0.00161,0.201,0.905,121.392
226,Aaliyah,2002,More Than A Woman,"hip hop, pop, R&B",3.84,42,0.646,0.638,11,-5.803,1,0.0787,0.0556,0.0014,0.182,0.74,86.994
227,Brandy,2002,Full Moon,"hip hop, pop, R&B",4.15,52,0.611,0.654,10,-4.823,0,0.139,0.372,0.00432,0.0926,0.609,105.922
228,Blue,2002,One Love,pop,3.45,60,0.683,0.722,8,-4.039,0,0.0358,0.0243,4.2e-05,0.35,0.854,95.012
229,Busta Rhymes,2001,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,"hip hop, pop",3.98,55,0.697,0.793,6,-4.699,0,0.323,0.0844,0.0,0.0619,0.56,89.767
230,Céline Dion,2001,A New Day Has Come - Radio Remix,pop,4.33,59,0.574,0.691,6,-5.103,1,0.035,0.0826,1.65e-05,0.149,0.195,91.969
231,Scooter,2013,Nessaja,"pop, Dance/Electronic",3.47,47,0.486,0.904,2,-6.642,1,0.0364,0.000748,0.0984,0.187,0.118,143.048
232,Eve,2002,Gangsta Lovin',"hip hop, pop, R&B",3.99,58,0.723,0.84,1,-3.523,0,0.0608,0.0619,0.0,0.0945,0.827,94.332
233,Disturbing Tha Peace,2002,Move Bitch,"hip hop, pop",4.54,59,0.777,0.751,1,-5.692,1,0.133,0.245,0.0,0.1,0.191,177.894
234,Khia,2015,"My Neck, My Back (Lick It)","pop, R&B",3.71,59,0.859,0.625,9,-4.234,0,0.13,0.0296,0.0,0.0537,0.71,102.072
235,Tweet,2002,Oops (Oh My) [feat. Missy Elliott],"hip hop, pop, R&B",3.96,64,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963
237,Nelly,2002,Hot In Herre,"hip hop, pop, R&B",3.8,75,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075
238,Gareth Gates,2003,Anyone of Us (Stupid Mistake),pop,3.8,53,0.7,0.72,1,-6.061,1,0.0261,0.285,0.0,0.0845,0.654,106.986
239,Christina Aguilera,2002,Dirrty (feat. Redman),pop,4.98,68,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931
240,B2K,2002,Uh Huh,"hip hop, pop, R&B",3.72,49,0.855,0.681,2,-4.955,1,0.0688,0.0881,3.7e-06,0.0592,0.908,99.699
241,Sugababes,2002,Freak Like Me,"pop, R&B",3.26,45,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81e-06,0.557,0.387,91.868
242,Dirty Vegas,2002,Days Go By,Dance/Electronic,7.2,48,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99
243,Fat Joe,2001,What's Luv? (feat. Ja-Rule & Ashanti),"hip hop, pop",4.45,73,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955
244,Liberty X,2019,Just A Little,pop,3.96,43,0.786,0.614,5,-6.554,0,0.0574,0.00616,0.0,0.049,0.742,103.887
245,No Doubt,2001,Hella Good,"rock, pop",4.04,26,0.771,0.665,8,-3.954,1,0.035,0.0135,0.0123,0.0903,0.844,115.142
246,LL Cool J,2002,Luv U Better,"hip hop, pop, R&B",4.78,2,0.668,0.806,6,-3.9,1,0.239,0.232,0.0,0.18,0.721,95.022
247,Red Hot Chili Peppers,2002,Can't Stop,rock,4.48,80,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455
248,Musiq Soulchild,2002,Halfcrazy,"pop, R&B",4.24,58,0.412,0.77,11,-6.057,0,0.18,0.462,1.5e-06,0.0485,0.418,101.955
249,Sean Paul,2002,Gimme the Light,"hip hop, pop",3.8,59,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61e-05,0.0441,0.923,107.288
250,Faith Evans,2001,I Love You,"hip hop, pop, R&B",4.45,53,0.489,0.757,11,-4.062,0,0.0926,0.00981,0.0,0.234,0.567,168.004
251,Charli Baltimore,2002,Down 4 U,pop,5.3,47,0.64,0.59,7,-7.442,1,0.32,0.252,0.0,0.665,0.519,83.133
252,Kylie Minogue,2001,Love at First Sight,"pop, Dance/Electronic",3.97,55,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994
253,N.O.R.E.,2002,Nothin',"hip hop, pop",4.41,58,0.791,0.863,3,-6.118,0,0.151,0.317,1.13e-06,0.27,0.742,97.035
254,Gareth Gates,2003,Unchained Melody,pop,3.89,35,0.368,0.426,10,-8.049,1,0.0277,0.255,5.39e-06,0.108,0.208,106.52
255,Diddy,2005,I Need a Girl (Pt. 1) [feat. Usher & Loon],"hip hop, pop",4.48,63,0.66,0.707,6,-5.758,1,0.208,0.397,0.0,0.211,0.761,89.279
256,Big Brovaz,2001,Nu Flow,pop,3.36,45,0.783,0.726,7,-8.718,1,0.106,0.0903,2.53e-06,0.363,0.784,148.062
257,No Doubt,2001,Hey Baby,"rock, pop",3.45,24,0.705,0.872,11,-3.557,0,0.125,0.0602,0.0,0.228,0.746,93.63
258,Ashanti,2002,Baby,"hip hop, pop, R&B",4.43,55,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37e-06,0.0342,0.46,157.596
259,Sophie Ellis-Bextor,2002,Murder On The Dancefloor,"pop, Dance/Electronic",3.83,62,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31
260,Justin Timberlake,2002,Like I Love You,pop,4.73,62,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964
261,Mary J. Blige,2001,Rainy Dayz,"pop, R&B",4.61,32,0.412,0.667,6,-6.997,1,0.229,0.195,0.0,0.305,0.533,68.942
262,A1,2001,Caught in the Middle,pop,3.44,53,0.519,0.874,5,-5.122,1,0.034,0.0524,0.0,0.243,0.572,96.072
263,Eminem,2002,Cleanin' Out My Closet,hip hop,4.96,71,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015
264,Ashanti,2002,Happy,"hip hop, pop, R&B",4.37,61,0.727,0.515,2,-6.553,0,0.0289,0.241,3.74e-06,0.124,0.695,89.488
265,Delta Goodrem,2003,Born to Try,pop,4.19,54,0.542,0.589,8,-6.813,1,0.0284,0.246,0.0,0.188,0.336,133.838
266,P!nk,2001,Get the Party Started,pop,3.21,68,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93
267,Alicia Keys,2001,A Woman's Worth,"pop, R&B",5.06,52,0.652,0.41,4,-8.323,0,0.158,0.333,0.0,0.064,0.495,75.09
268,Daniel Bedingfield,2002,Gotta Get Thru This - D'N'D Radio Edit,pop,2.69,56,0.838,0.764,7,-5.076,0,0.0586,0.0862,0.000122,0.0906,0.924,133.592
269,Coldplay,2002,Clocks,"rock, pop",5.13,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97
270,Missy Elliott,2002,Work It,"hip hop, pop, R&B",4.39,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868
271,Ronan Keating,2002,If Tomorrow Never Comes,"pop, rock",3.57,60,0.555,0.496,10,-6.136,1,0.028,0.333,0.0,0.0956,0.27,79.01
272,Big Tymers,2002,Still Fly,"hip hop, pop",5.59,64,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97e-06,0.339,0.56,177.928
273,Creed,2001,My Sacrifice,"pop, rock, metal",4.91,69,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349
274,Ja Rule,2001,Always On Time,"hip hop, pop, R&B",4.09,73,0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673
275,Ashanti,2002,Foolish,"hip hop, pop, R&B",3.79,70,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119
276,Avril Lavigne,2002,Sk8er Boi,pop,3.4,75,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937
277,DJ Sammy,2002,Heaven,pop,3.89,63,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965
278,Britney Spears,2001,"I'm Not a Girl, Not Yet a Woman",pop,3.85,58,0.534,0.543,3,-6.857,1,0.0245,0.579,0.0,0.112,0.418,78.996
279,Cam’ron,2002,Oh Boy,"hip hop, pop",3.41,67,0.754,0.767,6,-5.586,1,0.145,0.0216,0.0,0.172,0.828,83.014
280,Red Hot Chili Peppers,2002,By the Way,rock,3.62,73,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444
281,Elvis Presley,2002,A Little Less Conversation - JXL Radio Edit Remix,"rock, easy listening",3.53,60,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999
282,Atomic Kitten,2002,The Tide Is High - Radio Mix,pop,3.43,65,0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997
283,NSYNC,2001,Girlfriend,pop,4.23,50,0.745,0.807,0,-5.191,0,0.0884,0.0887,1.49e-05,0.0283,0.858,93.967
284,Robbie Williams,2001,Somethin' Stupid,"pop, rock",2.84,64,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191
285,Alanis Morissette,2002,Hands Clean,"pop, Folk/Acoustic",4.49,57,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952
286,Usher,2001,U Don't Have to Call,"hip hop, pop, R&B",4.49,59,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005
287,Creed,2015,One Last Breath - Radio Version,"pop, rock, metal",4.03,47,0.38,0.725,2,-6.094,1,0.0365,0.00571,0.00015,0.3,0.202,130.581
288,The Goo Goo Dolls,2002,Here Is Gone,"pop, rock",3.97,56,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.109,0.221,102.192
289,Puddle Of Mudd,2001,She Hates Me,"rock, metal",3.61,70,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781
290,Ludacris,2001,Rollout (My Business),"hip hop, pop",4.94,60,0.921,0.668,7,-8.73,1,0.235,0.0949,0.0,0.592,0.892,131.059
291,Blazin Squad,2012,Crossroads - Radio Edit,set(),3.14,40,0.661,0.746,4,-5.153,1,0.042,0.109,0.0,0.325,0.502,144.188
292,Default,2001,Wasting My Time,"rock, pop, metal",4.48,40,0.443,0.769,2,-5.529,1,0.0312,0.00138,0.0,0.0677,0.17,147.973
293,Michelle Branch,2001,All You Wanted,"pop, Folk/Acoustic",3.63,60,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103
294,Daniel Bedingfield,2002,If You're Not The One,pop,4.28,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998
295,Enrique Iglesias,2001,Escape,"pop, latin",3.48,56,0.776,0.844,11,-5.305,1,0.0297,0.0277,0.000244,0.135,0.868,125.972
296,Puddle Of Mudd,2001,Blurry,"rock, metal",5.07,64,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469
297,Coldplay,2002,In My Place,"rock, pop",3.78,72,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636
298,Outkast,2001,The Whole World (feat. Killer Mike),"hip hop, pop",4.92,51,0.814,0.852,2,-6.176,1,0.401,0.0958,1.32e-06,0.0288,0.717,184.682
299,P!nk,2001,Don't Let Me Get Me - Radio Edit,pop,3.51,60,0.624,0.85,0,-4.754,0,0.0756,0.00234,0.0,0.0621,0.615,98.525
300,50 Cent,2003,In Da Club,"hip hop, pop",3.22,81,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051
301,Sean Paul,2002,Get Busy,"hip hop, pop",3.53,74,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202
302,Eminem,2004,"Lose Yourself - From ""8 Mile"" Soundtrack",hip hop,5.37,77,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355
303,Beyoncé,2003,Crazy In Love (feat. Jay-Z),"pop, R&B",3.94,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165
304,Counting Crows,2003,Big Yellow Taxi,"rock, pop",3.76,50,0.669,0.873,8,-4.315,1,0.0494,0.00204,0.0,0.137,0.827,88.029
305,Black Eyed Peas,2003,Where Is The Love?,"hip hop, pop",4.54,68,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059
306,Jennifer Lopez,2002,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"hip hop, pop, R&B",3.13,70,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0
307,Black Eyed Peas,2003,Shut Up,"hip hop, pop",4.94,56,0.81,0.714,2,-3.966,1,0.243,0.0637,0.0,0.237,0.561,112.968
308,t.A.T.u.,2020,All The Things She Said,pop,3.57,39,0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.105,0.381,179.92
309,Benny Benassi,2003,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,"pop, Dance/Electronic",4.76,66,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017
311,Panjabi MC,2003,Mundian to Bach Ke,"World/Traditional, hip hop",4.08,61,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077
312,Mis-Teeq,2004,Scandalous - U.S. Radio Edit,"pop, Dance/Electronic",3.98,59,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971
313,JAY-Z,2002,03' Bonnie & Clyde,hip hop,3.43,71,0.759,0.678,9,-5.148,0,0.314,0.23,0.0,0.15,0.327,89.64
314,50 Cent,2003,P.I.M.P.,"hip hop, pop",4.16,76,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35e-06,0.0368,0.848,84.722
315,Jamelia,2003,Superstar,pop,3.59,69,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01
316,Linkin Park,2003,Faint,"rock, metal",2.71,72,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095
317,DMX,2007,X Gon' Give It To Ya,"hip hop, pop",3.63,70,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027
318,Evanescence,2003,Bring Me To Life,metal,3.93,79,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
319,Sugababes,2003,Hole In The Head,"pop, R&B",3.64,57,0.785,0.933,6,-4.629,0,0.0309,0.0303,0.0,0.137,0.962,125.011
320,Craig David,2002,Rise & Fall (feat. Sting),"hip hop, pop, R&B",4.79,59,0.405,0.589,6,-7.51,0,0.0586,0.252,0.0,0.661,0.808,83.373
321,Three Days Grace,2003,I Hate Everything About You,"rock, metal",3.86,72,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342
322,Lil Jon & The East Side Boyz,2002,Get Low,"hip hop, pop",5.41,47,0.78,0.604,1,-8.019,1,0.0396,0.022,0.0,0.194,0.12,101.043
323,B2K,2003,"Bump, Bump, Bump (feat. P. Diddy)","hip hop, pop, R&B",4.71,62,0.835,0.68,1,-6.02,0,0.21,0.1,0.0,0.049,0.889,95.508
324,Baby Bash,2003,Suga Suga,"hip hop, pop, R&B, latin",3.98,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331
325,Aaliyah,2002,Miss You - Main,"hip hop, pop, R&B",4.09,36,0.602,0.34,10,-9.867,1,0.0375,0.618,0.0,0.234,0.511,109.598
326,Britney Spears,2003,Me Against the Music (feat. Madonna) - LP Version / Video Mix,pop,3.73,59,0.804,0.836,6,-6.635,0,0.089,0.32,0.0,0.213,0.85,120.046
327,Blue,2004,Sorry Seems To Be The Hardest Word,pop,3.5,57,0.564,0.6,7,-6.814,0,0.0305,0.183,2.19e-06,0.38,0.442,78.955
328,Delta Goodrem,2003,Lost Without You,pop,4.14,54,0.581,0.747,7,-6.682,1,0.0283,0.0365,1.69e-06,0.193,0.514,146.301
329,Justin Timberlake,2002,Rock Your Body,pop,4.45,76,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972
330,The White Stripes,2003,Seven Nation Army,"rock, blues",3.87,3,0.741,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.904
331,Youngbloodz,2003,Damn! (feat. Lil' Jon) - Club Mix,"hip hop, pop",4.98,54,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038
332,Beyoncé,2003,Baby Boy (feat. Sean Paul),"pop, R&B",4.08,63,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025
333,Lil Kim,2019,Magic Stick,"hip hop, pop, R&B",6.0,47,0.849,0.498,2,-7.872,1,0.272,0.116,4.49e-05,0.268,0.502,92.98
334,Christina Aguilera,2002,Can't Hold Us Down (feat. Lil' Kim),pop,4.25,61,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989
335,Nickelback,2003,Someday,"rock, metal",3.46,68,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118
336,Blue,2003,U Make Me Wanna - Radio Edit,pop,3.71,48,0.6,0.736,7,-6.228,1,0.0329,0.325,0.0,0.137,0.848,158.108
337,Ashanti,2003,Rain On Me,"hip hop, pop, R&B",4.97,50,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701
338,Trapt,2002,Headstrong,"rock, metal",4.76,72,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981
339,Simply Red,2008,Sunrise,"rock, R&B, Folk/Acoustic, pop",3.32,58,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987
340,Lumidee,2003,"Never Leave You (Uh Oooh, Uh Oooh)","pop, R&B",3.08,61,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958
341,Girls Aloud,2003,Sound Of The Underground,"pop, Dance/Electronic",3.69,58,0.568,0.867,11,-5.861,1,0.0365,0.00344,4.67e-05,0.328,0.88,163.944
342,Nelly,2016,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,"hip hop, pop, R&B",4.89,52,0.527,0.808,1,-4.749,1,0.295,0.176,0.0,0.169,0.907,87.025
343,Room 5,2003,Make Luv,Dance/Electronic,3.54,57,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814
344,Fatman Scoop,2009,Be Faithful,hip hop,2.74,49,0.649,0.713,7,-6.488,1,0.295,0.000787,0.0,0.318,0.629,101.129
345,Limp Bizkit,2003,Behind Blue Eyes,metal,4.5,70,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315
346,Sugababes,2003,Too Lost In You,"pop, R&B",3.96,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014
347,50 Cent,2003,"Wanksta - From ""8 Mile"" Soundtrack","hip hop, pop",3.66,57,0.802,0.863,1,-3.552,1,0.2,0.0199,0.0,0.141,0.873,81.008
348,Pharrell Williams,2003,Frontin' (feat. Jay-Z) - Club Mix,"hip hop, pop",3.94,67,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009
